assoc_idx,sup_idx,Associate,Associate Email,Associate State,Associate License,Associate Availability,Supervisor,Supervisor Email,Supervisor State,Who can you supervise?,Supervisor Availability,Capacity,AvailabilityOverlap,AvailabilityScore,Label,Reason
85,60,Harper Cooper,harper.cooper@example.com,NJ,Marriage and Family Therapist,"Monday 10:30 AM, Monday 1:30 PM, Monday 3:30 PM, Monday 6:00 PM, Tuesday 11:00 AM, Tuesday 4:30 PM, Tuesday 6:00 PM, Thursday 3:00 PM, Friday 9:30 AM, Friday 10:30 AM, Friday 11:00 AM, Friday 5:30 PM",Alex Lopez,alex.lopez@mail.net,NJ,"Psychologist, Marriage and Family Therapist","Monday 10:00 AM, Monday 2:00 PM, Tuesday 11:00 AM, Tuesday 3:00 PM, Wednesday 10:30 AM, Wednesday 1:00 PM, Wednesday 1:30 PM, Wednesday 3:00 PM, Wednesday 6:00 PM, Thursday 3:30 PM, Thursday 6:00 PM, Friday 10:00 AM",3,1,0.652231872557692,1,good_match
86,35,Logan Hernandez,logan.hernandez@example.com,KS,Marriage and Family Therapist,"Monday 9:30 AM, Monday 11:00 AM, Tuesday 8:30 AM, Tuesday 2:00 PM, Tuesday 4:30 PM, Wednesday 12:30 PM, Thursday 9:00 AM, Friday 9:00 AM, Friday 6:00 PM",Peyton Davis,peyton.davis@sample.org,KS,Marriage and Family Therapist,"Monday 9:30 AM, Tuesday 9:00 AM, Tuesday 11:00 AM, Tuesday 1:00 PM, Tuesday 2:00 PM, Tuesday 6:00 PM, Wednesday 8:30 AM, Wednesday 9:30 AM, Wednesday 11:00 AM, Wednesday 4:30 PM, Wednesday 6:00 PM, Thursday 8:00 AM, Thursday 12:30 PM, Thursday 3:30 PM, Friday 8:30 AM, Friday 2:00 PM, Friday 5:00 PM",6,2,0.7408197658887433,1,good_match
86,107,Logan Hernandez,logan.hernandez@example.com,KS,Marriage and Family Therapist,"Monday 9:30 AM, Monday 11:00 AM, Tuesday 8:30 AM, Tuesday 2:00 PM, Tuesday 4:30 PM, Wednesday 12:30 PM, Thursday 9:00 AM, Friday 9:00 AM, Friday 6:00 PM",Kendall Bennett,kendall.bennett@mail.net,KS,"Marriage and Family Therapist, Social Worker","Monday 3:30 PM, Tuesday 10:30 AM, Tuesday 3:00 PM, Tuesday 3:30 PM, Tuesday 5:30 PM, Wednesday 9:00 AM, Wednesday 5:30 PM, Wednesday 6:00 PM, Thursday 12:00 PM, Friday 10:00 AM, Friday 11:00 AM, Friday 12:00 PM, Friday 3:00 PM, Friday 4:30 PM",6,0,0.7511205934435853,1,good_match
86,119,Logan Hernandez,logan.hernandez@example.com,KS,Marriage and Family Therapist,"Monday 9:30 AM, Monday 11:00 AM, Tuesday 8:30 AM, Tuesday 2:00 PM, Tuesday 4:30 PM, Wednesday 12:30 PM, Thursday 9:00 AM, Friday 9:00 AM, Friday 6:00 PM",Jamie Rivera,jamie.rivera@sample.org,KS,"Marriage and Family Therapist, Social Worker","Monday 9:00 AM, Monday 10:00 AM, Monday 12:00 PM, Monday 3:00 PM, Tuesday 9:30 AM, Tuesday 10:30 AM, Tuesday 12:30 PM, Wednesday 1:30 PM, Thursday 3:30 PM, Friday 8:00 AM, Friday 12:00 PM, Friday 2:30 PM, Friday 3:00 PM, Friday 5:30 PM",2,0,0.6863324968963005,1,good_match
87,27,Reese Moore,reese.moore@sample.org,OK,Counselor,"Monday 2:30 PM, Monday 3:30 PM, Monday 4:30 PM, Wednesday 4:30 PM, Friday 4:30 PM, Friday 5:00 PM",Kendall Martinez,kendall.martinez@sample.org,OK,"Counselor, Marriage and Family Therapist","Monday 12:30 PM, Tuesday 12:30 PM, Tuesday 1:00 PM, Tuesday 2:00 PM, Tuesday 2:30 PM, Tuesday 3:00 PM, Tuesday 3:30 PM, Wednesday 3:00 PM, Wednesday 3:30 PM, Wednesday 6:00 PM, Thursday 9:30 AM, Thursday 4:30 PM, Thursday 5:00 PM, Friday 11:30 AM, Friday 2:00 PM, Friday 3:00 PM, Friday 3:30 PM",6,0,0.6486341788535973,0,sampled_negative
87,36,Reese Moore,reese.moore@sample.org,OK,Counselor,"Monday 2:30 PM, Monday 3:30 PM, Monday 4:30 PM, Wednesday 4:30 PM, Friday 4:30 PM, Friday 5:00 PM",Emerson Rivera,emerson.rivera@mail.net,OK,Counselor,"Tuesday 12:30 PM, Wednesday 1:00 PM, Wednesday 3:30 PM, Wednesday 5:00 PM, Wednesday 6:00 PM, Thursday 12:00 PM, Thursday 5:30 PM, Friday 10:00 AM, Friday 11:30 AM, Friday 12:00 PM, Friday 2:30 PM",2,0,0.5832320551886372,1,good_match
87,62,Reese Moore,reese.moore@sample.org,OK,Counselor,"Monday 2:30 PM, Monday 3:30 PM, Monday 4:30 PM, Wednesday 4:30 PM, Friday 4:30 PM, Friday 5:00 PM",Alex Garcia,alex.garcia@example.com,OK,Counselor,"Monday 8:00 AM, Monday 3:00 PM, Monday 4:00 PM, Monday 5:00 PM, Tuesday 8:30 AM, Tuesday 1:30 PM, Tuesday 3:00 PM, Wednesday 8:00 AM, Thursday 11:00 AM, Thursday 2:30 PM, Friday 3:30 PM, Friday 4:00 PM, Friday 5:00 PM",2,1,0.6228006958625079,1,good_match
87,115,Reese Moore,reese.moore@sample.org,OK,Counselor,"Monday 2:30 PM, Monday 3:30 PM, Monday 4:30 PM, Wednesday 4:30 PM, Friday 4:30 PM, Friday 5:00 PM",Finley Nguyen,finley.nguyen@sample.org,OK,"Counselor, Social Worker","Monday 11:30 AM, Monday 12:30 PM, Monday 3:00 PM, Tuesday 10:00 AM, Wednesday 10:00 AM, Wednesday 3:30 PM, Thursday 8:30 AM, Thursday 10:00 AM, Thursday 11:30 AM, Thursday 12:30 PM, Friday 11:00 AM",3,0,0.4453530888365533,1,good_match
88,71,Cameron Gonzalez,cameron.gonzalez@example.com,WY,Counselor,"Monday 1:00 PM, Tuesday 10:00 AM, Wednesday 10:30 AM, Wednesday 12:30 PM, Thursday 4:30 PM, Thursday 5:30 PM, Friday 9:30 AM",Elliot Clark,elliot.clark@example.com,"IN, WY, FL","Marriage and Family Therapist, Counselor","Monday 8:00 AM, Monday 4:00 PM, Tuesday 8:30 AM, Tuesday 12:00 PM, Wednesday 11:00 AM, Wednesday 2:30 PM, Thursday 8:00 AM, Thursday 8:30 AM, Thursday 10:30 AM, Friday 11:00 AM, Friday 1:30 PM",4,0,0.6087493581784618,1,good_match
88,80,Cameron Gonzalez,cameron.gonzalez@example.com,WY,Counselor,"Monday 1:00 PM, Tuesday 10:00 AM, Wednesday 10:30 AM, Wednesday 12:30 PM, Thursday 4:30 PM, Thursday 5:30 PM, Friday 9:30 AM",Jamie Gonzalez,jamie.gonzalez@example.com,WY,"Counselor, Marriage and Family Therapist, Psychologist","Monday 10:30 AM, Monday 6:00 PM, Tuesday 8:00 AM, Tuesday 9:00 AM, Wednesday 10:00 AM, Wednesday 1:00 PM, Wednesday 3:00 PM, Thursday 4:00 PM, Friday 10:00 AM, Friday 12:00 PM, Friday 3:00 PM, Friday 5:30 PM",3,0,0.6052343813207994,1,good_match
89,76,Elliot Lee,elliot.lee@mail.net,CA,Social Worker,"Monday 1:30 PM, Monday 4:00 PM, Tuesday 10:00 AM, Wednesday 3:00 PM, Thursday 5:30 PM, Friday 5:30 PM",Quinn Reed,quinn.reed@example.com,"CA, TN, CO","Psychologist, Counselor, Social Worker","Monday 11:30 AM, Monday 1:00 PM, Monday 2:30 PM, Monday 5:30 PM, Tuesday 8:30 AM, Tuesday 9:30 AM, Tuesday 6:00 PM, Wednesday 8:30 AM, Wednesday 3:30 PM, Wednesday 5:00 PM, Thursday 8:30 AM, Thursday 1:00 PM, Thursday 3:00 PM, Thursday 5:30 PM, Thursday 6:00 PM, Friday 11:30 AM, Friday 5:30 PM",0,2,0.7646242877156733,0,capacity_full
89,94,Elliot Lee,elliot.lee@mail.net,CA,Social Worker,"Monday 1:30 PM, Monday 4:00 PM, Tuesday 10:00 AM, Wednesday 3:00 PM, Thursday 5:30 PM, Friday 5:30 PM",Emerson Parker,emerson.parker@mail.net,CA,"Marriage and Family Therapist, Counselor, Social Worker","Monday 9:30 AM, Monday 3:30 PM, Monday 4:30 PM, Tuesday 10:00 AM, Tuesday 11:30 AM, Tuesday 12:30 PM, Wednesday 10:00 AM, Thursday 8:00 AM, Thursday 9:00 AM, Thursday 11:30 AM, Thursday 1:00 PM, Friday 4:30 PM",6,1,0.6746001290020865,1,good_match
90,6,Elliot Patel,elliot.patel@sample.org,NJ,Social Worker,"Monday 9:30 AM, Wednesday 11:00 AM, Wednesday 12:00 PM, Wednesday 2:30 PM, Thursday 8:00 AM, Thursday 1:00 PM, Friday 12:00 PM",Skyler Parker,skyler.parker@sample.org,NJ,"Marriage and Family Therapist, Psychologist, Social Worker","Monday 3:00 PM, Monday 6:00 PM, Tuesday 2:30 PM, Tuesday 4:00 PM, Wednesday 8:30 AM, Wednesday 2:30 PM, Thursday 10:30 AM, Thursday 5:30 PM, Friday 9:30 AM, Friday 2:00 PM, Friday 3:00 PM",4,1,0.5952949621164796,1,good_match
90,15,Elliot Patel,elliot.patel@sample.org,NJ,Social Worker,"Monday 9:30 AM, Wednesday 11:00 AM, Wednesday 12:00 PM, Wednesday 2:30 PM, Thursday 8:00 AM, Thursday 1:00 PM, Friday 12:00 PM",Riley Chen,riley.chen@mail.net,NJ,"Social Worker, Psychologist","Monday 12:00 PM, Monday 12:30 PM, Monday 2:00 PM, Monday 4:00 PM, Monday 6:00 PM, Tuesday 11:00 AM, Tuesday 1:00 PM, Tuesday 2:00 PM, Tuesday 3:30 PM, Wednesday 9:00 AM, Wednesday 10:30 AM, Wednesday 3:00 PM, Thursday 8:30 AM, Thursday 10:30 AM, Thursday 11:00 AM, Thursday 12:30 PM, Thursday 4:00 PM",6,0,0.6514497194903769,1,good_match
90,85,Elliot Patel,elliot.patel@sample.org,NJ,Social Worker,"Monday 9:30 AM, Wednesday 11:00 AM, Wednesday 12:00 PM, Wednesday 2:30 PM, Thursday 8:00 AM, Thursday 1:00 PM, Friday 12:00 PM",Dakota Moore,dakota.moore@example.com,"SD, SC, NJ",Social Worker,"Monday 8:00 AM, Monday 9:00 AM, Monday 5:00 PM, Tuesday 9:00 AM, Tuesday 12:30 PM, Tuesday 4:00 PM, Wednesday 9:30 AM, Wednesday 1:30 PM, Wednesday 2:00 PM, Thursday 9:00 AM, Thursday 10:30 AM, Thursday 1:00 PM, Thursday 2:30 PM, Thursday 3:30 PM, Thursday 4:30 PM, Friday 8:30 AM, Friday 11:30 AM",6,1,0.6326041472253796,1,good_match
91,29,Finley Lee,finley.lee@mail.net,MN,Counselor,"Monday 10:00 AM, Monday 5:30 PM, Tuesday 1:00 PM, Tuesday 3:00 PM, Wednesday 3:30 PM, Thursday 3:30 PM, Thursday 4:00 PM",Peyton Jenkins,peyton.jenkins@sample.org,MN,"Psychologist, Counselor","Monday 9:30 AM, Tuesday 8:00 AM, Tuesday 11:30 AM, Tuesday 2:30 PM, Wednesday 8:30 AM, Wednesday 11:30 AM, Wednesday 12:30 PM, Wednesday 2:30 PM, Wednesday 4:30 PM, Wednesday 6:00 PM, Thursday 11:00 AM, Thursday 3:00 PM, Friday 8:30 AM, Friday 9:00 AM, Friday 12:00 PM, Friday 1:00 PM, Friday 1:30 PM, Friday 5:00 PM",6,0,0.6396492379629356,1,good_match
91,67,Finley Lee,finley.lee@mail.net,MN,Counselor,"Monday 10:00 AM, Monday 5:30 PM, Tuesday 1:00 PM, Tuesday 3:00 PM, Wednesday 3:30 PM, Thursday 3:30 PM, Thursday 4:00 PM",Quinn Hernandez,quinn.hernandez@mail.net,"RI, MD, MN",Counselor,"Monday 2:30 PM, Monday 3:00 PM, Tuesday 11:30 AM, Tuesday 3:00 PM, Wednesday 9:00 AM, Wednesday 10:30 AM, Wednesday 5:30 PM, Thursday 12:00 PM, Thursday 1:00 PM, Friday 8:00 AM, Friday 2:30 PM, Friday 5:30 PM",6,1,0.7431534576374731,1,good_match
91,99,Finley Lee,finley.lee@mail.net,MN,Counselor,"Monday 10:00 AM, Monday 5:30 PM, Tuesday 1:00 PM, Tuesday 3:00 PM, Wednesday 3:30 PM, Thursday 3:30 PM, Thursday 4:00 PM",Jordan Ramirez,jordan.ramirez@mail.net,MN,"Counselor, Psychologist","Monday 11:00 AM, Monday 2:00 PM, Monday 2:30 PM, Monday 3:30 PM, Monday 5:00 PM, Monday 6:00 PM, Tuesday 12:30 PM, Tuesday 1:00 PM, Tuesday 2:30 PM, Tuesday 4:00 PM, Tuesday 5:30 PM, Wednesday 11:30 AM, Wednesday 1:30 PM, Wednesday 3:30 PM, Wednesday 4:30 PM, Thursday 12:00 PM, Thursday 3:30 PM, Friday 6:00 PM",6,3,0.8181111845685494,1,good_match
92,23,Dakota Brown,dakota.brown@mail.net,NE,Psychologist,"Monday 1:30 PM, Monday 4:30 PM, Tuesday 10:00 AM, Tuesday 3:00 PM, Wednesday 11:30 AM, Wednesday 1:30 PM",Jordan Brown,jordan.brown@mail.net,NE,"Psychologist, Marriage and Family Therapist, Social Worker","Monday 8:00 AM, Tuesday 10:30 AM, Tuesday 3:30 PM, Tuesday 4:30 PM, Tuesday 6:00 PM, Wednesday 12:30 PM, Wednesday 2:30 PM, Wednesday 3:00 PM, Wednesday 4:30 PM, Thursday 11:30 AM, Thursday 1:30 PM, Thursday 3:00 PM, Thursday 6:00 PM, Friday 4:00 PM",3,0,0.7189141683081877,1,good_match
94,118,Rowan Brown,rowan.brown@mail.net,MO,Marriage and Family Therapist,"Monday 9:30 AM, Tuesday 11:30 AM, Tuesday 3:00 PM, Tuesday 5:30 PM, Thursday 2:30 PM, Friday 3:30 PM, Friday 5:30 PM",Drew Cooper,drew.cooper@sample.org,MO,"Social Worker, Marriage and Family Therapist","Monday 8:00 AM, Monday 9:00 AM, Monday 3:30 PM, Monday 4:00 PM, Monday 4:30 PM, Tuesday 8:30 AM, Tuesday 11:30 AM, Tuesday 4:30 PM, Wednesday 9:00 AM, Wednesday 12:00 PM, Wednesday 4:30 PM, Thursday 10:00 AM, Thursday 10:30 AM, Thursday 6:00 PM, Friday 9:00 AM, Friday 12:00 PM, Friday 12:30 PM, Friday 2:00 PM",6,1,0.6639623035648289,1,good_match
95,59,Emerson Gonzalez,emerson.gonzalez@example.com,NM,Marriage and Family Therapist,"Monday 2:00 PM, Monday 6:00 PM, Tuesday 12:00 PM, Tuesday 12:30 PM, Tuesday 1:00 PM, Tuesday 2:30 PM, Thursday 10:30 AM, Thursday 1:30 PM, Friday 8:00 AM, Friday 1:00 PM, Friday 4:30 PM, Friday 6:00 PM",Peyton Lee,peyton.lee@example.com,NM,Marriage and Family Therapist,"Monday 10:00 AM, Monday 10:30 AM, Monday 12:00 PM, Monday 3:00 PM, Monday 4:30 PM, Tuesday 4:30 PM, Wednesday 1:00 PM, Wednesday 4:30 PM, Thursday 8:00 AM, Thursday 5:00 PM, Thursday 5:30 PM, Thursday 6:00 PM, Friday 10:30 AM",3,0,0.6967150990506948,1,good_match
95,106,Emerson Gonzalez,emerson.gonzalez@example.com,NM,Marriage and Family Therapist,"Monday 2:00 PM, Monday 6:00 PM, Tuesday 12:00 PM, Tuesday 12:30 PM, Tuesday 1:00 PM, Tuesday 2:30 PM, Thursday 10:30 AM, Thursday 1:30 PM, Friday 8:00 AM, Friday 1:00 PM, Friday 4:30 PM, Friday 6:00 PM",Avery Jenkins,avery.jenkins@mail.net,NM,"Social Worker, Marriage and Family Therapist, Psychologist","Tuesday 8:30 AM, Tuesday 10:30 AM, Tuesday 5:30 PM, Tuesday 6:00 PM, Wednesday 8:30 AM, Wednesday 9:30 AM, Wednesday 11:00 AM, Wednesday 4:00 PM, Wednesday 5:30 PM, Thursday 10:00 AM, Thursday 10:30 AM, Thursday 11:00 AM, Thursday 12:00 PM, Friday 8:00 AM, Friday 9:00 AM, Friday 9:30 AM, Friday 12:00 PM, Friday 3:00 PM",4,2,0.7148108394494903,1,good_match
96,43,Casey Kim,casey.kim@example.com,IA,Psychologist,"Tuesday 8:30 AM, Tuesday 12:30 PM, Tuesday 5:30 PM, Wednesday 9:30 AM, Thursday 2:00 PM, Friday 10:30 AM, Friday 1:00 PM, Friday 5:30 PM",Harper Ramirez,harper.ramirez@sample.org,IA,"Counselor, Psychologist, Social Worker","Monday 11:30 AM, Monday 3:30 PM, Tuesday 8:00 AM, Tuesday 3:30 PM, Tuesday 5:00 PM, Wednesday 3:00 PM, Wednesday 4:30 PM, Thursday 12:30 PM, Thursday 2:30 PM, Friday 1:30 PM, Friday 4:30 PM",5,0,0.7535440014837147,1,good_match
96,56,Casey Kim,casey.kim@example.com,IA,Psychologist,"Tuesday 8:30 AM, Tuesday 12:30 PM, Tuesday 5:30 PM, Wednesday 9:30 AM, Thursday 2:00 PM, Friday 10:30 AM, Friday 1:00 PM, Friday 5:30 PM",Emerson Martinez,emerson.martinez@sample.org,IA,"Marriage and Family Therapist, Social Worker, Psychologist","Monday 10:30 AM, Monday 2:00 PM, Monday 4:30 PM, Tuesday 5:00 PM, Wednesday 3:00 PM, Thursday 4:30 PM, Thursday 5:30 PM, Friday 8:00 AM, Friday 9:00 AM, Friday 9:30 AM, Friday 12:00 PM, Friday 2:00 PM, Friday 3:00 PM, Friday 4:00 PM",0,0,0.6598368092175126,0,capacity_full
96,58,Casey Kim,casey.kim@example.com,IA,Psychologist,"Tuesday 8:30 AM, Tuesday 12:30 PM, Tuesday 5:30 PM, Wednesday 9:30 AM, Thursday 2:00 PM, Friday 10:30 AM, Friday 1:00 PM, Friday 5:30 PM",Reese Lopez,reese.lopez@example.com,IA,"Psychologist, Marriage and Family Therapist, Counselor","Monday 8:30 AM, Monday 3:30 PM, Tuesday 2:00 PM, Wednesday 10:30 AM, Wednesday 12:00 PM, Wednesday 4:00 PM, Thursday 10:30 AM, Thursday 1:30 PM, Friday 9:00 AM, Friday 1:30 PM, Friday 4:30 PM",4,0,0.7248017040061964,1,good_match
97,40,Peyton Lopez,peyton.lopez@mail.net,"OR, GA, IL",Psychologist,"Monday 9:00 AM, Monday 10:00 AM, Monday 11:30 AM, Monday 1:30 PM, Tuesday 8:30 AM, Tuesday 11:30 AM, Tuesday 12:00 PM, Tuesday 5:00 PM, Wednesday 6:00 PM, Thursday 3:00 PM",Finley Brown,finley.brown@sample.org,"GA, OR","Social Worker, Psychologist","Tuesday 11:30 AM, Wednesday 11:00 AM, Wednesday 1:30 PM, Thursday 9:30 AM, Thursday 12:00 PM, Thursday 2:30 PM, Thursday 3:00 PM, Thursday 4:00 PM, Friday 2:30 PM, Friday 3:30 PM, Friday 4:30 PM",5,2,0.5243030221375282,1,good_match
97,47,Peyton Lopez,peyton.lopez@mail.net,"OR, GA, IL",Psychologist,"Monday 9:00 AM, Monday 10:00 AM, Monday 11:30 AM, Monday 1:30 PM, Tuesday 8:30 AM, Tuesday 11:30 AM, Tuesday 12:00 PM, Tuesday 5:00 PM, Wednesday 6:00 PM, Thursday 3:00 PM",Alex Bennett,alex.bennett@sample.org,IL,"Marriage and Family Therapist, Psychologist, Counselor","Monday 9:30 AM, Monday 11:00 AM, Monday 3:30 PM, Monday 4:00 PM, Tuesday 10:30 AM, Tuesday 12:30 PM, Tuesday 2:30 PM, Tuesday 3:30 PM, Wednesday 3:00 PM, Wednesday 6:00 PM, Thursday 11:30 AM, Thursday 3:00 PM, Thursday 4:30 PM, Friday 10:30 AM, Friday 11:00 AM, Friday 2:30 PM, Friday 5:00 PM",6,2,0.7600742118250661,1,good_match
98,87,Quinn Ramirez,quinn.ramirez@mail.net,MI,Counselor,"Monday 9:00 AM, Monday 11:30 AM, Monday 4:00 PM, Monday 5:00 PM, Tuesday 8:30 AM, Tuesday 6:00 PM, Wednesday 8:30 AM, Thursday 2:00 PM, Friday 11:00 AM, Friday 11:30 AM, Friday 3:30 PM, Friday 5:00 PM",Alex Wilson,alex.wilson@example.com,MI,"Counselor, Marriage and Family Therapist, Psychologist","Monday 10:00 AM, Monday 10:30 AM, Monday 12:00 PM, Monday 4:30 PM, Tuesday 9:00 AM, Tuesday 10:00 AM, Tuesday 4:00 PM, Tuesday 5:00 PM, Tuesday 5:30 PM, Wednesday 12:00 PM, Wednesday 4:00 PM, Thursday 9:00 AM, Thursday 4:30 PM, Friday 11:30 AM, Friday 3:30 PM, Friday 4:30 PM, Friday 5:30 PM",6,2,0.7216107554999958,1,good_match
99,114,Hayden Lopez,hayden.lopez@example.com,MS,Social Worker,"Monday 2:00 PM, Tuesday 4:30 PM, Tuesday 6:00 PM, Wednesday 8:30 AM, Wednesday 12:00 PM, Thursday 2:00 PM, Friday 8:00 AM, Friday 11:00 AM",Jamie Nguyen,jamie.nguyen@example.com,MS,"Counselor, Social Worker, Marriage and Family Therapist","Monday 3:30 PM, Monday 4:30 PM, Monday 5:30 PM, Monday 6:00 PM, Tuesday 11:30 AM, Tuesday 4:00 PM, Tuesday 5:00 PM, Wednesday 10:30 AM, Wednesday 12:30 PM, Wednesday 5:30 PM, Thursday 8:30 AM, Thursday 3:30 PM, Thursday 5:00 PM, Friday 9:30 AM, Friday 10:00 AM, Friday 11:00 AM, Friday 3:00 PM",6,1,0.7722413813215634,1,good_match
100,10,Elliot Martinez,elliot.martinez@example.com,WA,Psychologist,"Tuesday 8:30 AM, Tuesday 11:30 AM, Tuesday 5:30 PM, Wednesday 9:30 AM, Wednesday 6:00 PM, Thursday 12:00 PM, Thursday 3:30 PM, Thursday 5:00 PM, Thursday 6:00 PM, Friday 10:00 AM, Friday 11:00 AM, Friday 4:00 PM",Harper Bailey,harper.bailey@example.com,WA,"Psychologist, Social Worker, Counselor","Monday 11:00 AM, Monday 11:30 AM, Monday 2:00 PM, Tuesday 9:30 AM, Wednesday 8:30 AM, Wednesday 9:30 AM, Wednesday 12:30 PM, Wednesday 1:00 PM, Wednesday 2:00 PM, Wednesday 2:30 PM, Wednesday 4:30 PM, Thursday 5:30 PM, Thursday 6:00 PM, Friday 8:00 AM, Friday 9:00 AM, Friday 12:30 PM",2,2,0.7260280325004764,1,good_match
100,105,Elliot Martinez,elliot.martinez@example.com,WA,Psychologist,"Tuesday 8:30 AM, Tuesday 11:30 AM, Tuesday 5:30 PM, Wednesday 9:30 AM, Wednesday 6:00 PM, Thursday 12:00 PM, Thursday 3:30 PM, Thursday 5:00 PM, Thursday 6:00 PM, Friday 10:00 AM, Friday 11:00 AM, Friday 4:00 PM",Hayden Wilson,hayden.wilson@example.com,WA,"Psychologist, Social Worker, Marriage and Family Therapist","Monday 9:00 AM, Monday 3:00 PM, Monday 5:30 PM, Tuesday 9:30 AM, Tuesday 5:30 PM, Wednesday 1:00 PM, Wednesday 1:30 PM, Wednesday 3:00 PM, Thursday 1:00 PM, Friday 10:30 AM",5,1,0.7422358755566539,1,good_match
101,111,Elliot Garcia,elliot.garcia@mail.net,ID,Psychologist,"Monday 8:00 AM, Monday 4:00 PM, Tuesday 8:30 AM, Tuesday 4:00 PM, Thursday 1:00 PM, Friday 10:00 AM, Friday 10:30 AM, Friday 12:30 PM",Alex Hernandez,alex.hernandez@example.com,ID,Psychologist,"Monday 8:30 AM, Monday 10:00 AM, Monday 2:30 PM, Monday 4:30 PM, Tuesday 9:00 AM, Tuesday 3:30 PM, Tuesday 4:00 PM, Tuesday 4:30 PM, Wednesday 8:00 AM, Wednesday 4:00 PM, Thursday 8:00 AM, Thursday 10:00 AM, Thursday 11:00 AM, Thursday 12:30 PM, Thursday 3:00 PM, Thursday 5:30 PM, Friday 1:30 PM",5,1,0.6308131602409167,1,good_match
103,13,Reese Wilson,reese.wilson@example.com,GA,Marriage and Family Therapist,"Monday 12:30 PM, Monday 1:30 PM, Tuesday 8:00 AM, Tuesday 12:30 PM, Tuesday 5:30 PM, Wednesday 8:00 AM, Wednesday 9:00 AM, Thursday 5:00 PM, Friday 8:30 AM, Friday 11:00 AM, Friday 12:30 PM",Riley Brown,riley.brown@mail.net,GA,Marriage and Family Therapist,"Monday 11:00 AM, Monday 11:30 AM, Monday 1:00 PM, Monday 6:00 PM, Tuesday 5:30 PM, Wednesday 5:30 PM, Thursday 8:30 AM, Thursday 9:00 AM, Thursday 10:00 AM, Thursday 11:00 AM, Thursday 1:30 PM, Friday 1:00 PM, Friday 1:30 PM",2,1,0.6169033384374801,1,good_match
104,1,Rowan Lee,rowan.lee@sample.org,"KS, VT",Social Worker,"Monday 8:00 AM, Monday 11:00 AM, Monday 2:30 PM, Tuesday 1:30 PM, Wednesday 11:30 AM, Wednesday 3:00 PM, Friday 12:00 PM, Friday 4:00 PM",Jamie Garcia,jamie.garcia@example.com,VT,"Psychologist, Social Worker, Counselor","Monday 8:00 AM, Monday 1:30 PM, Monday 2:00 PM, Monday 2:30 PM, Monday 5:30 PM, Monday 6:00 PM, Tuesday 11:00 AM, Tuesday 3:00 PM, Wednesday 8:30 AM, Wednesday 11:00 AM, Wednesday 2:00 PM, Friday 10:30 AM, Friday 2:30 PM, Friday 5:30 PM",4,2,0.7576987566591104,1,good_match
104,18,Rowan Lee,rowan.lee@sample.org,"KS, VT",Social Worker,"Monday 8:00 AM, Monday 11:00 AM, Monday 2:30 PM, Tuesday 1:30 PM, Wednesday 11:30 AM, Wednesday 3:00 PM, Friday 12:00 PM, Friday 4:00 PM",Emerson Kim,emerson.kim@example.com,VT,Social Worker,"Monday 10:30 AM, Monday 2:30 PM, Monday 4:00 PM, Monday 5:00 PM, Tuesday 10:30 AM, Tuesday 1:00 PM, Tuesday 5:00 PM, Wednesday 9:30 AM, Wednesday 10:00 AM, Wednesday 2:30 PM, Thursday 11:30 AM, Thursday 1:30 PM, Friday 8:30 AM, Friday 9:30 AM, Friday 4:30 PM",6,1,0.5981866743475156,1,good_match
104,26,Rowan Lee,rowan.lee@sample.org,"KS, VT",Social Worker,"Monday 8:00 AM, Monday 11:00 AM, Monday 2:30 PM, Tuesday 1:30 PM, Wednesday 11:30 AM, Wednesday 3:00 PM, Friday 12:00 PM, Friday 4:00 PM",Cameron Patel,cameron.patel@example.com,VT,"Psychologist, Social Worker, Marriage and Family Therapist","Monday 4:30 PM, Tuesday 5:30 PM, Wednesday 3:00 PM, Wednesday 4:00 PM, Wednesday 4:30 PM, Thursday 10:00 AM, Thursday 12:00 PM, Thursday 2:30 PM, Friday 8:30 AM, Friday 2:00 PM, Friday 5:00 PM",6,1,0.6932510204921277,1,good_match
104,107,Rowan Lee,rowan.lee@sample.org,"KS, VT",Social Worker,"Monday 8:00 AM, Monday 11:00 AM, Monday 2:30 PM, Tuesday 1:30 PM, Wednesday 11:30 AM, Wednesday 3:00 PM, Friday 12:00 PM, Friday 4:00 PM",Kendall Bennett,kendall.bennett@mail.net,KS,"Marriage and Family Therapist, Social Worker","Monday 3:30 PM, Tuesday 10:30 AM, Tuesday 3:00 PM, Tuesday 3:30 PM, Tuesday 5:30 PM, Wednesday 9:00 AM, Wednesday 5:30 PM, Wednesday 6:00 PM, Thursday 12:00 PM, Friday 10:00 AM, Friday 11:00 AM, Friday 12:00 PM, Friday 3:00 PM, Friday 4:30 PM",6,1,0.7333681359912733,1,good_match
